 "lexp" , "perf" , "perflabel" , "yoc" ,
 "http://data.open.ac.uk/led/lexp/1460138982089" , "http://data.open.ac.uk/led/performance/51612ca27a544f91da859fdae17d7c61/1460138949389" , "performance of 'Various pieces'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1464086672768" , "http://data.open.ac.uk/led/performance/04668e7129202e21f2883dcb717c72a8/1464086666659" , "performance of 'Quintet'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464520667804" , "http://data.open.ac.uk/led/performance/a8da9e9354333ff48b63e67ef81417b5/1464520623929" , "performance of 'Fragment for pianola'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1482269797678" , "http://data.open.ac.uk/led/performance/6e69a1f7d8bccf5ffd578566f533365a/1482269712817" , "performance of 'Les Biches'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1482270021052" , "http://data.open.ac.uk/led/performance/8c5ad86eba5f9fbf5c3bd4a6e811ad6b/1482269971159" , "performance of 'Les F��cheux'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1482270333046" , "http://data.open.ac.uk/led/performance/6e69a1f7d8bccf5ffd578566f533365a/1482270245381" , "performance of 'Les Biches'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1399643380231" , "http://data.open.ac.uk/led/performance/God+Save+the+King+(,+performance+of)/1399643289413" , "performance of 'God Save the King'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1464303867354" , "http://data.open.ac.uk/led/performance/4ddad81186cda724badb6b9a2015d935/1464303823225" , "performance of 'Symphony no. 2'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1399643380231" , "http://data.open.ac.uk/led/performance/Russian+hymn+(,+performance+of)/1399643321538" , "performance of 'Russian hymn'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1399643380231" , "http://data.open.ac.uk/led/performance/Sun+of+my+soul,+Thou+Saviour+dear+(,+performance+of)/1399643231902" , "performance of 'Sun of my soul, Thou Saviour dear'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1463779291030" , "http://data.open.ac.uk/led/performance/13ddcd01115374969f89a8a2e8ead074/1463779249104" , "performance of 'Piano Concerto No. 3'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464386378281" , "http://data.open.ac.uk/led/performance/4a7e0628c13c08fde471cb52dcac1d96/1464386017255" , "performance of 'Z��phyr et Flore'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460128564466" , "http://data.open.ac.uk/led/performance/5eb68aac4e26ef52c23f72ddb24e98b4/1460128533563" , "performance of 'Le Train bleu'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1463778051872" , "http://data.open.ac.uk/led/performance/0b1a419b7ed80c46391c75492f4ddadb/1463778021521" , "performance of 'Violin recital'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464521657393" , "http://data.open.ac.uk/led/performance/1a94d0acf349153f49197483e7c62de0/1464521624333" , "performance of 'Chastushki'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464041465931" , "http://data.open.ac.uk/led/performance/852d24b6d737b8b25f8b47cc8d6d4721/1464041394980" , "performance of 'Piano Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464219122848" , "http://data.open.ac.uk/led/performance/19d78755ccd52cdd4bd9c03bc2cbbec6/1464219076865" , "performance of 'Ragtime'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464085368509" , "http://data.open.ac.uk/led/performance/58913bd08b1dd5defaf24fe165f4b32d/1464085329820" , "performance of 'New ballet score'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464084977789" , "http://data.open.ac.uk/led/performance/c65df0435e55834ac4777daff0aca593/1464084954637" , "performance of 'Trap��ze'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464386378281" , "http://data.open.ac.uk/led/performance/e29749e0443f4e64ab09297bacbe0783/1464386064973" , "performance of 'Pulcinella'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464042972077" , "http://data.open.ac.uk/led/performance/58913bd08b1dd5defaf24fe165f4b32d/1464042938193" , "performance of 'New ballet score'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460128963349" , "http://data.open.ac.uk/led/performance/5d2a3138a83b28ffc31fb646c074b5b8/1460128926528" , "performance of 'Juvenalia'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1450295657640" , "http://data.open.ac.uk/led/performance/8b6b6b8883a4b9b42da0fc595da8a969/1450295622659" , "performance of 'The Wedding'" , "23" ,
 "http://data.open.ac.uk/led/lexp/1481801646443" , "http://data.open.ac.uk/led/performance/1c2d5b22f3b8d2943537f61fb2d0d10f/1481801575834" , "performance of 'Le Bouef sur le toit'" , "20" ,
 "http://data.open.ac.uk/led/lexp/1481801883076" , "http://data.open.ac.uk/led/performance/1c2d5b22f3b8d2943537f61fb2d0d10f/1481801815549" , "performance of 'Le Bouef sur le toit'" , "20" ,
 "http://data.open.ac.uk/led/lexp/1481799874220" , "http://data.open.ac.uk/led/performance/cb3397a01fdf0f6b157245695ce64dd1/1481799818169" , "performance of ''Le Boeuf sur le toit''" , "20" ,
 "http://data.open.ac.uk/led/lexp/1434619301182" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Le+sacre+du+printemps+(1911-13)/1396427555439/1434619260025" , "performance of 'Le sacre du printemps (1911-13)'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1433677497802" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/cornet+music/1433677470728/1433677470740" , "performance of 'cornet music'" , "11" ,
 "http://data.open.ac.uk/led/lexp/1464303196822" , "http://data.open.ac.uk/led/performance/548aaa7e18d1cc6f8bdaf1159b42b06e/1464303160090" , "performance of 'Symphony no. 2'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464040440172" , "http://data.open.ac.uk/led/performance/426e094c0c82cc8b82f714a5abee94cf/1464040385107" , "performance of 'The Love of Three Oranges, Op.33'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1406804482631" , "http://data.open.ac.uk/led/performance/http://led.kmi.open.ac.uk/item/music/The+first+London+performance+of+Holst's+'Choral+Symphony',+given+by+the+Royal+Philharmonic+Society+at+the+Queen's+Hall.+Letter+from+Vaughan+Williams+to+Holst,+1925/1406804445444/1406804445453" , "performance of 'Choral Symphony'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460130545308" , "http://data.open.ac.uk/led/performance/7e2ffe10fb06f7079011ee59a23b499a/1460130515580" , "performance of 'Circles, Op. 5'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1432979084131" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/folk+songs/1432908430642/1432979038413" , "performance of 'folk songs'" , "12" ,
 "http://data.open.ac.uk/led/lexp/1399978894531" , "http://data.open.ac.uk/led/performance/Onward+Christian+Soldiers+(,+performance+of)/1399978850354" , "performance of 'Onward Christian Soldiers'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1435573801974" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Sonata/1435573759593/1435573759604" , "performance of 'Sonata'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1464556981074" , "http://data.open.ac.uk/led/performance/13ddcd01115374969f89a8a2e8ead074/1464556886782" , "performance of 'Piano Concerto No. 3'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464556981074" , "http://data.open.ac.uk/led/performance/b618ba4079fa1c7136e746ac87120bca/1464556823361" , "performance of 'Violin Concerto'" , "25" ,
