" ""lexp"" ";" ""perf"" ";" ""label"" ";" ""genre"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438252953974"" ";" ""http://data.open.ac.uk/led/performance/b7848092bc0dc8cb816bcff1d5fb4196/1438252866632"" ";" ""performance of 'Ouverture de f��te'"" ";" ""http://data.open.ac.uk/led/music/Ouverture+de+f%C3%AAte/1438252866606"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1437907204236"" ";" ""http://data.open.ac.uk/led/performance/cdd85c74315966e1e05dfd015f83a24e/1437907175099"" ";" ""performance of 'unspecified solos'"" ";" ""http://data.open.ac.uk/led/music/unspecified+solos/1437907175085"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438030815557"" ";" ""http://data.open.ac.uk/led/performance/f95c5a77b69a2df61f06cc321cbcbe34/1438030786074"" ";" ""performance of 'unspecified Tchaikovsky piano concerto'"" ";" ""http://data.open.ac.uk/led/music/unspecified+Tchaikovsky+piano+concerto/1438030786066"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1434897452740"" ";" ""http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Concerto+for+Violin";#NOME?;"+and+Orchestra/1434897367599/1434897367608"" ";" ""performance of 'Concerto for Violin"; Horn;" and Orchestra'"" ";" ""http://data.open.ac.uk/led/music/Concerto+for+Violin";#NOME?;"+and+Orchestra/1434897367599"" ";;;
" ""http://data.open.ac.uk/led/lexp/1434901706632"" ";" ""http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Three+Idylls+for+string+quartet/1434901671407/1434901671414"" ";" ""performance of 'Three Idylls for string quartet'"" ";" ""http://data.open.ac.uk/led/music/Three+Idylls+for+string+quartet/1434901671407"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1437498549508"" ";" ""http://data.open.ac.uk/led/performance/08b79d23c330325b351ab7905d4d2269/1437498479797"" ";" ""performance of 'Love is a Sickness'"" ";" ""http://data.open.ac.uk/led/music/Love+is+a+Sickness/1437498479783"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438164511592"" ";" ""http://data.open.ac.uk/led/performance/2968780872523a0e69f9670c0dadbb06/1438164484283"" ";" ""performance of 'La Valse'"" ";" ""http://data.open.ac.uk/led/music/La+Valse/1396014413094"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438171823236"" ";" ""http://data.open.ac.uk/led/performance/3436dda5f77154af6495602a20063b66/1438171772799"" ";" ""performance of 'Three Wozzeck Fragments'"" ";" ""http://data.open.ac.uk/led/music/Three+Wozzeck+Fragments/1438171772785"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438107735863"" ";" ""http://data.open.ac.uk/led/performance/54934a352b3a888c30cbb7f23bf59632/1438107729111"" ";" ""performance of 'Don Quixote'"" ";" ""http://data.open.ac.uk/led/music/Don+Quixote";"+Op.+35/1438175383482"" ";;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438171411810"" ";" ""http://data.open.ac.uk/led/performance/5893778d500a6d53373d94aaabdae5a7/1438171380848"" ";" ""performance of 'Song of the Rhinemaidens'"" ";" ""http://data.open.ac.uk/led/music/Song+of+the+Rhinemaidens/1438171380838"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438268018407"" ";" ""http://data.open.ac.uk/led/performance/74a578db9c763cf830525eae55c83089/1438267940142"" ";" ""performance of 'Enter Spring";" Rhapsody for orchestra'"" ";" ""http://data.open.ac.uk/led/music/Enter+Spring";"+Rhapsody+for+orchestra/1394818570697"" ";;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438268018407"" ";" ""http://data.open.ac.uk/led/performance/8605b3760edb67b3763246acfb66788d/1438267967813"" ";" ""performance of ''Wedding march' from Act III of Le Coq d'Or'"" ";" ""http://data.open.ac.uk/led/music/'Wedding+march'+from+Act+III+of+Le+Coq+d'Or/1438267967777"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438267620158"" ";" ""http://data.open.ac.uk/led/performance/96f79f73de1e4ca33acd1d68ecd6ea95/1438267579601"" ";" ""performance of 'Violin Sonata'"" ";" ""http://data.open.ac.uk/led/music/Violin+Sonata/1435273223936"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438267320754"" ";" ""http://data.open.ac.uk/led/performance/a1eb228ffbea4e19193a7afcfce93bdd/1438267287148"" ";" ""performance of 'Dance Symphony'"" ";" ""http://data.open.ac.uk/led/music/Dance+Symphony/1438267287113"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438170702712"" ";" ""http://data.open.ac.uk/led/performance/da4c24d5eaf49191967789129fd690c0/1438170491853"" ";" ""performance of 'Concerto for piano and strings'"" ";" ""http://data.open.ac.uk/led/music/Concerto+for+piano+and+strings/1438170491829"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438165723146"" ";" ""http://data.open.ac.uk/led/performance/f8a10470ec3e65ca45521a593cbb7034/1438165699653"" ";" ""performance of 'El Amor Brujo (1914���15)'"" ";" ""http://data.open.ac.uk/led/music/El+Amor+Brujo+(1914%E2%80%9315)/1408438408230"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438164511592"" ";" ""http://data.open.ac.uk/led/performance/fa3a406d5b66c6a3526df35782064fed/1438164415817"" ";" ""performance of 'Fantasie'"" ";" ""http://data.open.ac.uk/led/music/Fantasie/1438164415798"" ";;;;;;;;;
